10	18.906473	19.058314
10.904523	18.90947	19.055024
11.809045	18.91251	19.073099
12.713568	18.915594	19.114489
13.61809	18.918722	19.128022
14.522613	18.921897	19.091059
15.427136	18.925118	19.13503
16.331658	18.928386	19.127814
17.236181	18.931702	19.12716
18.140704	18.935066	19.160349
19.045226	18.93848	19.136125
19.949749	18.941945	19.145538
20.854271	18.94546	19.174581
21.758794	18.949028	19.145306
22.663317	18.952648	19.184662
23.567839	18.956322	19.183481
24.472362	18.960051	19.184044
25.376884	18.963835	19.211263
26.281407	18.967676	19.239053
27.18593	18.971573	19.241248
28.090452	18.975529	19.300484
28.994975	18.979544	19.262423
29.899497	18.983619	19.257141
30.80402	18.987755	19.297782
31.708543	18.991953	19.304671
32.613065	18.996213	19.282035
33.517588	19.000537	19.306737
34.422111	19.004925	19.293677
35.326633	19.009379	19.317388
36.231156	19.0139	19.325835
37.135678	19.018487	19.381246
38.040201	19.023143	19.359659
38.944724	19.027867	19.329061
39.849246	19.032661	19.329879
40.753769	19.037526	19.350092
41.658291	19.042462	19.376442
42.562814	19.047469	19.411747
43.467337	19.052549	19.366664
44.371859	19.057702	19.379451
45.276382	19.062929	19.354853
46.180905	19.068229	19.413598
47.085427	19.073603	19.40399
47.98995	19.079052	19.411937
48.894472	19.084574	19.410746
49.798995	19.090171	19.355868
50.703518	19.095841	19.42053
51.60804	19.101584	19.397194
52.512563	19.107399	19.386116
53.417085	19.113284	19.388592
54.321608	19.119239	19.418352
55.226131	19.125262	19.433074
56.130653	19.131349	19.413468
57.035176	19.137498	19.426922
57.939698	19.143707	19.377256
58.844221	19.14997	19.354479
59.748744	19.156283	19.373468
60.653266	19.162641	19.355803
61.557789	19.169037	19.350928
62.462312	19.175465	19.360853
63.366834	19.181916	19.333554
64.271357	19.188381	19.340116
65.175879	19.19485	19.350432
66.080402	19.201311	19.349111
66.984925	19.207752	19.325134
67.889447	19.214159	19.329431
68.79397	19.220516	19.327775
69.698492	19.226808	19.31472
70.603015	19.233016	19.329195
71.507538	19.239123	19.290428
72.41206	19.245109	19.310693
73.316583	19.250954	19.324635
74.221106	19.256637	19.32099
75.125628	19.262137	19.270296
76.030151	19.267434	19.28364
76.934673	19.272505	19.247104
77.839196	19.277331	19.268851
78.743719	19.281891	19.219168
79.648241	19.286167	19.211044
80.552764	19.290141	19.220012
81.457286	19.293797	19.194798
82.361809	19.29712	19.234293
83.266332	19.300095	19.218801
84.170854	19.302712	19.230161
85.075377	19.304961	19.209756
85.979899	19.306835	19.209785
86.884422	19.308327	19.170454
87.788945	19.309433	19.200672
88.693467	19.310151	19.176228
89.59799	19.310482	19.157113
90.502513	19.310427	19.186357
91.407035	19.309989	19.172104
92.311558	19.309174	19.147146
93.21608	19.307989	19.15007
94.120603	19.306441	19.130828
95.025126	19.30454	19.115273
