95.929648	19.302296	19.130178
96.834171	19.299721	19.114554
97.738693	19.296827	19.106205
98.643216	19.293626	19.115251
99.547739	19.290132	19.092689
100.452261	19.286359	19.08988
101.356784	19.282321	19.123829
102.261307	19.278031	19.039771
103.165829	19.273504	19.064138
104.070352	19.268753	19.048564
104.974874	19.263795	19.108901
105.879397	19.258641	19.057832
106.78392	19.253308	19.090174
107.688442	19.247808	19.055833
108.592965	19.242156	19.048266
109.497487	19.236366	19.018419
110.40201	19.230452	19.015365
111.306533	19.224427	19.030249
112.211055	19.218304	19.014243
113.115578	19.212097	19.062839
114.020101	19.205817	18.994045
114.924623	19.199477	19.03963
115.829146	19.193088	19.015597
116.733668	19.186662	18.995616
117.638191	19.180209	18.977119
118.542714	19.17374	18.978181
119.447236	19.167263	18.974973
120.351759	19.160788	18.957066
121.256281	19.154322	19.009792
122.160804	19.147874	18.958791
123.065327	19.14145	18.94638
123.969849	19.135057	18.966596
124.874372	19.128701	18.962358
125.778894	19.122387	18.93017
126.683417	19.116119	18.944048
127.58794	19.109903	18.954169
128.492462	19.103742	18.970815
129.396985	19.097639	18.93414
130.301508	19.091597	18.955442
131.20603	19.08562	18.90088
132.110553	19.079708	18.921062
133.015075	19.073865	18.928662
133.919598	19.068092	18.873235
134.824121	19.06239	18.922009
135.728643	19.05676	18.901338
136.633166	19.051204	18.887874
137.537688	19.045721	18.929679
138.442211	19.040313	18.908473
139.346734	19.034979	18.883985
140.251256	19.029721	18.888049
141.155779	19.024537	18.863129
142.060302	19.019429	18.867332
142.964824	19.014395	18.91198
143.869347	19.009436	18.921268
144.773869	19.00455	18.893033
145.678392	18.999739	18.859871
146.582915	18.995	18.878023
147.487437	18.990334	18.857069
148.39196	18.98574	18.850555
149.296482	18.981217	18.881003
150.201005	18.976764	18.897789
151.105528	18.972381	18.86041
152.01005	18.968067	18.871329
152.914573	18.96382	18.834787
153.819095	18.959641	18.840216
154.723618	18.955529	18.835743
155.628141	18.951481	18.865851
156.532663	18.947498	18.827541
157.437186	18.943579	18.833943
158.341709	18.939722	18.84256
159.246231	18.935927	18.819055
160.150754	18.932192	18.806254
161.055276	18.928518	18.817475
161.959799	18.924902	18.804755
162.864322	18.921344	18.80541
163.768844	18.917844	18.830855
164.673367	18.914399	18.808483
165.577889	18.91101	18.824323
166.482412	18.907675	18.778168
167.386935	18.904393	18.800668
168.291457	18.901164	18.775218
169.19598	18.897986	18.797077
170.100503	18.894859	18.771377
171.005025	18.891781	18.798576
171.909548	18.888753	18.806152
172.81407	18.885773	18.778602
173.718593	18.88284	18.787887
174.623116	18.879953	18.799199
175.527638	18.877112	18.79272
176.432161	18.874316	18.778179
177.336683	18.871564	18.741893
178.241206	18.868855	18.763536
179.145729	18.866188	18.730477
180.050251	18.863563	18.760304
180.954774	18.860979	18.783002
181.859296	18.858435	18.772588
182.763819	18.855931	18.809185
183.668342	18.853466	18.754797
184.572864	18.851038	18.770488
185.477387	18.848648	18.756362
186.38191	18.846295	18.733351
187.286432	18.843978	18.750463
188.190955	18.841696	18.736346
189.095477	18.839449	18.727213
190	18.837236	18.731459		
