"Lon";"Lat"
7423925,93548627;5547549,63498691
7423806,1722706;5546912,80043121
7423958,44202146;5547426,7913486
7430064,65175479;5551147,90329717
7424633,4914954;5546040,05501925
7420569,1882679;5543405,18270563
7431229,37010529;5549509,20535589
7427993,32125748;5549154,84948175
7424733,24048848;5550787,98517594
7427962,58901773;5543772,97254322
7423925,93548627;5547549,63498691
7423490,33227157;5547129,44329871
7423799,54485571;5549001,20065726
7431505,16356989;5549836,59691309
7424129,40696974;5548000,19290698
7424608,69025153;5547860,64552928
7423748,96964281;5546728,51062347
7428352,75209409;5551327,22914092
7428284,47240785;5551832,08508926
7428427,99530001;5549991,67463172
7424432,0233518;5547866,82359964
7429949,2359688;5549374,02489495
7424763,82515591;5547349,77367823
7424829,91518378;5548746,6686047
7423702,16742459;5547956,25339779
7424738,27919076;5547508,79953441
7430620,21899229;5549483,4656322
7427128,13783616;5548897,23797254
7423476,80076971;5546194,70859573
7425203,53049159;5546104,2694234
7422529,92193711;5546819,21588459
7423143,66933755;5547102,59637773
7424725,13354711;5545816,80699425
7424764,31863258;5546100,55684808
7421720,28589133;5547251,49426811
7429108,37491529;5551102,06522683
7423929,11360659;5547502,78412631
7428728,14386002;5549326,14507416
7420542,18519593;5541638,34886403
7423201,3471384;5547280,4459064
7424596,59772084;5546509,35871623
7431926,01357759;5549175,24386348
7428389,63786192;5551556,78540113
7424843,70587017;5543844,70514627
7423725,99543971;5548222,06989113
7424123,0112795;5547987,49649526
7423946,27891489;5547128,82461631
7423843,63296485;5547124,29201145
7424129,40696974;5548000,19290698
7421072,19291281;5550447,67608577
7424499,72159507;5547610,44833146
7431523,67477576;5548360,39122264
7424248,74132757;5546841,79187678
7432743,24350079;5545724,74358963
7423933,27515575;5547623,46904474
7423155,0038337;5546758,68980137
7432893,89410431;5551426,90520865
7432935,96076804;5545578,15476228
7423733,82500433;5547142,59105616
7423049,32198822;5545961,30212201
7424541,72032981;5546802,44503391
7423958,44202146;5547426,7913486
7431975,39497238;5549276,7746362
7424216,12526821;5549147,00127095
7429616,74572117;5550984,54409717
7424622,85068772;5546600,17810359
7424298,14036373;5546424,96905589
7424229,73452559;5548316,69805283
7429253,66783913;5548512,13333253
7424835,7389033;5548455,90970019
7424263,3214073;5548396,11215311
7424458,15675867;5546931,03429359
7421721,44204355;5548370,44572123
7424891,65683156;5548420,55730732
7423281,66705334;5547311,30660641
7424138,86185658;5547817,02106702
7423608,98069249;5551582,40487068
7423958,44202146;5547426,7913486
7424456,55965436;5546941,84604755
7427822,81090414;5550969,28935343
7424633,51084217;5546560,19616998
7423710,48531885;5544780,06643594
7423871,51383489;5547517,1948102
7422455,12805673;5546793,10065152
7424290,17623473;5549121,43483417
7423925,12060638;5547552,31079074
7426526,01026754;5549998,56402574
7420925,34274986;5547583,52553876
7425656,30469707;5547790,37643676
7424069,5146979;5546282,34474103
7426499,57982514;5549396,93034365
7421504,99417545;5547045,15413595
7427323,36425103;5551211,28780135
7428470,72077728;5549114,9092626
7423539,87717444;5548024,97036155
7424628,24908678;5546498,14592641
7424002,60019104;5548172,87889087
7423332,04226082;5546049,02452003
7423803,37427611;5547875,88543393
7428966,92495316;5542145,16084148
7424246,82653825;5547582,66447002
7430823,44930275;5549040,65886382
7421475,87841435;5550325,24840866
7425191,10534219;5546130,99603033
7423989,19870422;5547759,1477395
7421257,8302066;5549751,52183464
7423987,25139135;5546769,12867738
7424515,57256963;5548520,86680371
7424123,62811696;5548560,43692449
7423625,53673804;5547193,20172733
7425997,91068654;5548040,81650115
7423595,81112996;5548006,77306726
7424835,73961918;5548455,90969013
7429204,07818924;5549718,68399597
7423515,89609304;5547298,06949601
7424394,57904542;5546799,18564697
7421036,93476253;5549934,8894499
7428427,9953149;5549991,67574391
7425400,85762161;5545844,91773314
7424218,44021579;5544839,33980013
7428385,85597144;5548010,88317898
7423938,66971239;5547567,09672073
7423958,44202146;5547426,7913486
7423356,2733554;5551112,79238318
7423163,60466327;5545585,48961183
7425974,67600898;5551311,78551735
7425610,50662577;5548352,373742
7423630,63271496;5547870,87549943
7423121,07316983;5550877,22890812
7422448,92208873;5547126,76691687
7424816,90409868;5541247,09966236
7425914,05014854;5551066,34599521
7422214,20194559;5548922,37069521
7430368,64696589;5549931,26446351
7425317,56224101;5547073,52360501
7423885,67201055;5547557,66078397
7425376,99828917;5543424,29961676
7424849,45419687;5548525,0075684
7428272,69171637;5543484,19985914
7422876,01323218;5547345,94992389
7424476,68343072;5548509,22604417
7439896,4649311;5546964,83166562
7423961,58143024;5547375,5759888
7424226,45968529;5546376,5648618
7424286,09944276;5547250,01201083
7424154,15636339;5548309,82328112
7421882,49210117;5549055,14535703
7428223,37762638;5542101,08164203
7424713,72827962;5546863,57949543
7425574,36976163;5546537,49159821
7419492,31037527;5548374,52246454
7421742,38648492;5543981,1355801
7425737,76025806;5546483,53325254
7426146,08052573;5547371,20474464
7427675,99869876;5551033,26573495
7423519,95519424;5547940,18465641
7424232,0212319;5546354,36596836
7423958,44202146;5547426,7913486
7424634,46190746;5546038,97011304
7430917,08081447;5549134,50887351
7437362,91891805;5552102,51105658
7424012,1605684;5547528,34959371
7429891,54648839;5551200,26222256
7423826,83983228;5547756,36443152
7424376,33344774;5547762,04322356
7423332,04226082;5546049,02452003
7424476,68343072;5548509,22604417
7425055,67887554;5550692,02082115
7431229,37010529;5549509,20535589
7423218,80119107;5550890,49456757
7423453,19631534;5550852,69407689
7423015,60836685;5547088,15825406
7424216,12526821;5549147,00127095
7423470,23515117;5547091,35257411
7423958,44202146;5547426,7913486
7421043,74863174;5549028,58538722
7425793,10692499;5550012,88209298
7426899,19448824;5547717,30194486
7428537,601287;5551433,21438133
7430020,51710493;5549764,3497049
7426464,26422766;5542157,96198888
7422860,41997213;5548559,83171731
7423871,51383489;5547517,1948102
7426317,60625928;5547987,80163992
7422554,37485168;5549423,25436513
7420880,02403696;5550562,28951789
7428662,26305654;5551402,85449351
7423985,61476912;5547776,70240161
7423970,10986416;5547448,01935238
7424384,55891524;5548419,27135455
7425981,14738028;5541709,48374646
7429654,73348896;5550943,49522756
7423473,00410445;5547334,77603856
7424194,36784583;5547690,96499648
7425247,25932961;5543719,47900151
7430064,65175479;5551147,90329717
7424784,95949549;5548623,51328169
7423499,79485779;5547183,80382481
7423586,01549748;5547123,47509324
7424521,44430092;5546956,10586308
7421823,97087654;5550641,08944921
7424802,14596532;5546775,72799585
7419380,87063435;5547971,16432448
7423523,42417693;5548132,0359332
7421652,56999239;5548407,70456551
7424634,46190746;5546038,97011304
7430966,69553414;5546742,78260138
7423806,1722706;5546912,80043121
7427666,0119211;5551385,28963119
7423441,34673506;5548037,25898927
7425946,53632537;5546405,87403871
7422114,67049659;5547782,19984826
7427675,9994143;5551033,26572526
7424176,88014679;5546568,32586364
7423951,91557237;5547576,37390096
7423201,3471384;5547280,4459064
7421615,15174695;5543617,99005191
7424962,53467983;5547924,16677031
7431583,86363866;5548328,97846178
7424321,49468604;5547984,29994398
7424490,42522373;5546856,85540633
7423519,95519424;5547940,18465641
7424156,82824903;5548166,37487221
7424253,54376764;5546275,79814272
7429025,13446795;5542874,34067902
7424632,2475745;5547827,38974234
7424293,23924733;5548139,76817151
7423951,81482993;5544485,50350422
7423925,12060638;5547552,31079074
7424129,40696974;5548000,19290698
7424596,59843699;5546509,35870614
7423951,26707437;5539863,84442168
7424812,91337404;5548492,40927124
7431581,31373752;5549395,38489565
7424620,76902444;5547921,44957467
7424699,77968317;5546543,34487719
7417380,17022764;5548778,22264448
7427051,07902788;5551555,52664928
7431176,87976197;5549946,315269
7423483,65239563;5550850,89302118
7423925,12060638;5547552,31079074
7428101,11913603;5544731,02990113
7430280,23606879;5550701,69475343
7423875,08310014;5546450,87288293
7425634,77821636;5539717,96924406
7423625,53673804;5547193,20172733
7423959,02273762;5547427,33929895
7424279,3752833;5548433,52428221
7420665,383948;5542931,91019773
7424514,5653651;5546719,00951352
7430715,45809997;5549426,50493227
7424214,32056618;5546472,32342323
7424584,77273647;5547955,49482423
7424784,95949549;5548623,51328169
7424280,26429364;5548002,12903986
7423748,90523752;5548922,53969374
7424434,76686687;5546957,09333471
7423277,0895298;5543906,83308562
7424009,50931252;5549939,0556003
7428463,89320266;5549937,33110315
7424578,40072543;5546486,29026629
7423332,04226082;5546049,02452003
7421042,9058914;5547481,31412095
7430787,72471438;5548971,30162486
7425737,76025806;5546483,53325254
7429681,98506966;5551120,52440081
7424541,72032981;5546802,44503391
7426572,16029001;5550172,98490286
7424847,92623148;5548442,65878693
7423737,29347581;5548125,19476474
7423350,07013489;5548497,03450903
7423573,33828012;5547911,39342624
7430065,87985546;5542682,00796605
7424969,1903295;5544032,72962643
7424363,16702027;5548427,42964158
7423526,32965032;5547228,23459003
7425292,36958733;5548314,82907066
7421770,54156008;5549220,77511289
7423700,67963598;5548876,48289173
7423957,61638376;5548068,24650291
7423798,17090203;5548103,94450237
7423905,77918396;5547411,93967178
7421576,07619135;5549558,14595664
7428244,58423015;5545150,21339867
7424619,38512394;5545803,50013623
7424322,77671882;5548052,59915464
7422734,27235045;5548077,0200016
7423600,79447403;5547015,73419006
7423950,94516138;5548059,06051653
7426331,20287106;5545850,03636298
7422278,96389457;5547057,01818759
7425055,67887554;5550692,02082115
7420409,70448179;5542698,30999101
7423100,93107167;5549931,36893371
7426292,03519304;5542530,80281651
7420893,83013042;5549243,54027787
7424000,04487052;5550193,23501542
7423425,78950083;5545804,71387285
7423491,39024732;5550393,95654023
7423987,25139135;5546769,12867738
7424231,17937515;5545098,30907715
7423639,76419421;5547283,50201992
7423220,31007538;5548006,7765425
7424344,95559452;5546320,15940227
7424123,0112795;5547987,49649526
7424226,60499648;5548371,20475989
7424621,21467947;5547873,28950567
7433059,03509349;5542737,15500122
7424553,50435414;5547110,62049792
7426028,04502446;5545011,25401611
